"Evidence statement GUID","Evidence statement","Evidence Category Code","Evidence statement subject","Set GUID"
"CG173ES3.2.2.3","A network meta-analysis of 75 studies reporting withdrawal due to 
adverse effects at any follow-up showed that most drugs cause 
more drop-outs due to adverse effects than placebo, but there was 
considerable uncertainty about which drugs were least likely to 
cause drop-outs due to adverse effects. The evidence was 
considered low quality",""-"","Withdrawal due to adverse effects","CG173S2"
"CG173ES3.2.2.4","Network meta-analyses of 20 individual adverse effects from 97 studies (ranging from 3 studies for gait disturbance to 67 studies for dizziness or vertigo) show that some adverse effects were more frequent with particular drugs. However, it was difficult to draw conclusions on which particular drugs were best or worst for particular adverse effects. The evidence was considered low to very low quality. 
",""-", "--"","Adverse effects","CG173S2"
"CG173ES3.2.2.5","Network meta-analyses of the proportion of patients achieving 30% 
or 50% pain relief (25 and 27 studies respectively) show that most 
treatments are better than placebo. However, there is considerable 
uncertainty about which treatment is best at providing these levels 
of pain relief. These outcomes are available for only a limited 
number of drugs and at different follow-up periods. The evidence 
was considered low quality",""-"","Pain relief","CG173S2"
"CG173ES3.2.2.6","There was more evidence for continuous pain scores suggesting 
some improvement in pain. However, network meta-analyses of 
22 studies at 4 weeks, 17 studies at 8 weeks, and 13 studies at 
12 weeks show improvement in mean pain but it is not clear if 
these differences are clinically significant. However, the confidence 
in these results and in the overall ratings of different drugs is low. 
The evidence was considered very low quality. 
",""-"","Pain scores","CG173S2"
"CG173ES3.2.2.7","Overall with regard to pain: 
? the results from the analyses showed that duloxetine, 
gabapentin, and pregabalin reduce pain compared with placebo 
? the majority of the results from the analyses showed that 
capsaicin cream, nortriptyline and tramadol consistently reduce 
pain compared with placebo 
? the results from the analyses were inconsistent about whether 
valproate reduces pain compared with placebo 
? the results from the analyses are inconclusive on the 
effectiveness of amitriptyline, gabapentin + nortriptyline, 
gabapentin + oxycodone, imipramine, lacosamide, lamotrigine, 
oxcarbazepine, oxycodone, topiramate or venlafaxine in 
reducing pain compared with placebo there is some evidence that cannabis sativa and capsaicin patch 
reduce pain compared with placebo but both drugs appeared 
consistently worse at reducing pain than other drugs . 
","","Most effective drugs for reducing pain","CG173S2"
"CG173ES 3.3.2.1","There was very little evidence reporting on patient-reported global 
improvement in central neuropathic pain. Low and very-low quality 
evidence from 2 small studies suggests that cannabis sativa and 
duloxetine may be better than placebo at follow-up periods of less 
than 12 weeks. However, confidence in the results is low and data 
were only available on a limited number of drugs. 
",""-", "--"","Improvement for central neuropathic pain","CG173S2"
"CG173ES 3.3.2.2","The evidence on patient-reported improvement in daily physical and emotional functioning including sleep was reported across a  wide variety of measurement tools with each measuring different aspects of functioning. As a result, it was not possible to synthesise  the results from many of these studies in a meaningful way. Low quality evidence from 2 studies shows that cannabis sativa may be better than placebo at improving sleep at 4 weeks and pregabalin may be better than placebo at improving sleep at 12 weeks but it is  not clear if this is clinically significant. However, data were only available on a limited number of drugs.",""-"","Improvement in physical and emotional functioning ","CG173S2"
"CG173ES3.3.2.3","A network meta-analysis of 6 studies reporting withdrawal due to  adverse effects at any follow-up show that lamotrigine may cause  more drop-outs than placebo, and pregabalin caused the least 
drop-outs (next to placebo). However, there is little confidence in  both these results and overall rankings, and the evidence was considered low quality. Also, data were only available on a limited 
number of drugs. 
",".","Withdrawal due to adverse effects","CG173S2"
"CG173ES3.3.2.4","Network meta-analyses of 20 individual adverse effects from 97  studies (ranging from 3 studies for gait disturbance to 67 studies for dizziness or vertigo) show that some adverse effects were more  frequent with particular drugs. However, it was difficult to draw conclusions on which particular drugs were best or worst for  particular adverse effects. The evidence was considered low to very low quality. 
",".","Adverse effects","CG173S2"
"CG173ES3.3.2.5","There were very little data reporting on patients who had 30% and  50% improvement in pain. A network meta-analysis of 2 studies  showed pregabalin was better at providing 30% relief than placebo  and lamotrigine may be better at providing this pain relief at  12 weeks. However, there is uncertainty about which treatment is  best and data were only available for a limited number of drugs.  Only 1 study reported about 50% pain relief, showing that  pregabalin was better than placebo at providing this level of relief at  12 weeks. There was more evidence on continuous pain scores  suggesting some improvement in pain. However, the evidence was  considered very low quality, the confidence in these results is low and data were only available for a limited number of drugs",".","Pain Relief","CG173S2"
"CG173ES3.4.1","No evidence was found that met the inclusion criteria specified in the review protocol.",".","Trigeminal neuralgia","CG173S3"
"IPG257ES2.3.1","A registry study of 112 patients reported that asevere hypoglycaemic episode was experienced by 5% in the year following transplantationcompared with 82% in the year prior totransplantation (numbers not reported). In a case series of 36 patients, there were no hypoglycaemic episodes among patients with residual graft function during follow-ups of 1–12 months. A caseseries of 65 patients reported significantly reducedhypoglycaemia unawareness and improved diabeticcontrol compared with baseline for up to 4 yearsafter transplantation (numbers not reported). 
","","Insulin requirement","IPG257S1"
"IPG257ES2.3.2","In the registry study of 112 patients, 67% and58% were insulin independent at 6 months and 1 year after transplantation, respectively (numbersnot reported). For patients who remained insulindependent, insulin requirements were reduced by a mean of 57% from baseline at 6 months and 69% at 1 year. In this study, 13% (15/112) of patients had complete graft failure. In the case series of 36 patients, 58% (21/36) achieved insulinindependence during a median follow-up of 41 months. However, 76% (16/21) were insulin dependent again after 2 years","","Insulin requirement","IPG257S1"
"IPG257ES2.3.3","A non-randomised controlled trial of 99 patients who had the procedure reported that fear of hypoglycaemic episodes as measured by the‘Hypoglycaemia fear survey’ improved significantly following the first infusion of islet cells (p < 0.00001)","","Hypoglycaemic episodes","IPG257S1"
"IPG257ES2.4.1","Two case series of 65 and 51 patients reported procedure-related intraperitoneal bleeding in  23% (15/65), and 8% (4/51; 7 haemorrhage episodes) of patients. A case series of 36 patients reported intraperitoneal bleeding during 9% (7/77) of infusions. Portal (or branch) vein thrombosis was reported in 8% (5/65), 4% (2/51) and 3% (2/36) of patients, and gall bladder puncture requiring laparotomy in 3% (2/65 and 1/36) of patients.","","Adverse effects","IPG257S2"
"IPG257ES2.4.2","In the registry study of 112 patients, 77 serious adverse events were reported; 22% (17/77) werelife-threatening and 58% (45/77) required hospitalisation. Overall, 95% (73/77) of adverseevents resolved without residual effects. The authors judged that 17% of all adverse events were related to the infusion procedure and 27% to immunosuppression (numbers not reported). 
","","Adverse effects","IPG257S2"
"IPG257ES2.4.3","A case report described a patient who died of WestNile virus encephalitis – a potential infection in immunosuppressed patients. 
","","Adverse effects","IPG257S2"
"TA71ES1","Fifty randomised controlled trials (RCTs) were analysed comparing the use of PCI with BMS versus PCI without stents. Because of differences in, and completeness of, the reporting of these trials, the number of trials on which meta-analyses are based is a subset of these 50 trials. In a meta-analysis comprising 12 trials involving 5700 patients with non-specified ischaemic heart disease, where a composite endpoint of revascularisation, MI or death (MACE) was reported, the MACE rate was statistically significantly different at 6 months’ follow-up: 23.0% for the PCI without stents group versus 15.4% for the PCI with BMS group, with an odds ratio (OR) of 1.66 (95% confidence interval [CI],  1.45 to 1.90). The difference was smaller after 12 months’ follow-up but still statistically significant. Of the above  12 trials, seven, involving 3500 patients, reported data for 12-months’ follow-up: the MACE rate was 22.0% for the PCIwithout stents group versus 18.9% for the PCI with stentsgroup (OR 1.33; 95% CI, 1.12 to 1.58).","","PCI with BMS versus PCI (without stents)","TA71S01"
"TA71ES2","Differences in MACE rates were due almost entirely to differences in the rate of restenosis. For the outcomes of acute MI and deaths, for which individual trials were not powered to detect statistically significant differences,  meta-analyses showed that while both of these sets of events occurred less frequently in those treated with PCI using BMS than in PCI without stents, in neither case was the result statistically significant. 
","","PCI with BMS versus PCI (without stents)","TA71S01"
"TA71ES3","Overall, the results of the RCTs showed that the use of PCI with BMS has significant advantages over the use of PCI without stents, in terms of lower rates of restenosis at 6 and 12 months.","","PCI with BMS versus PCI (without stents)","TA71S01"
"TA71ES4","According to the joint professional submission, the likelihood of restenosis is greater in small vessels, because a given tissue regrowth will have a greater proportionate effect in a vessel of smaller calibre. In eight out of nine studies that looked at vessels of a small calibre (less than 3 mm), restenosis rates were lower in the BMS arm than in the PCI without stent
arm, and in two of these studies, the difference was statistically significant. A meta-analysis showed a statistically significant advantage for PCI with BMS. However, restenosis rates were still high in this group.","","PCI with BMS versus PCI (without stents)","TA71S01"
"TA71ES5","According to the joint professional submission, the restenosis rate increased by an estimated 8 to 13 percentage points with every 10-mm increase in the length of BMS required.","","PCI with BMS versus PCI (without stents)","TA71S01"
"TA71ES6","There were six RCTs in the meta-analysis. None of the trialsinvolved a DES.","","PCI with BMS versus CABG","TA71S01"
"TA71ES7","For single-vessel disease, the MACE rate was statistically significantly different at 6 months’ follow-up in two trials involving a total of 300 patients: 12.6% for CABG versus 25.8% for PCI with BMS (OR 0.41; 95% CI, 0.22 to 0.74). The higher MACE rate for PCI with BMS reflects the higher rate of restenosis following this procedure","","PCI with BMS versus CABG","TA71S01"
"TA71ES8","For multiple-vessel disease, the MACE rate was statistically significantly different at 12 months’ follow-up in two trials involving a total of 2300 patients: 12.3% for CABG versus 24.5% for PCI with BMS (OR 0.43; 95% CI, 0.34 to 0.54).","","PCI with BMS versus CABG","TA71S01"
"TA71ES9","At 36 days’ follow-up, the rate of acute MIs was statistically significantly lower following PCI with BMS, but the difference between the two procedures was not statistically significant at 6 and 12 months.","","PCI with BMS versus CABG","TA71S01"
"TA71ES10","No statistically significant differences were reported for deaths, because the trials were not powered to detect differences in these uncommon events.","","PCI with BMS versus CABG","TA71S01"
"TA71ES11","There were 12 RCTs comparing BMS with DES. Of these, seven involved paclitaxel, four sirolimus, one everolimus and one actinomycin stents. The first two sets of trials (paclitaxel
and sirolimus) are considered separately below, and the last two trials have not been considered here because they involved products that have not been granted CE marking.
No RCT for the third DES with a CE mark (eluting dexamethasone) has yet been reported.","","BMS versus DES","TA71S01"
"TA71ES12"," Based on four trials with a paclitaxel DES (Taxus and  non-CE-marked stents), involving almost 1000 patients, the MACE rate for PCIs using a paclitaxel DES was not statistically significantly lower at 36 days or at 1 year, but it was statistically significantly lower at 6 months: 7.4% for  DES versus 15.4% for BMS (OR 0.48; 95% CI, 0.31 to 0.73). From a random effects model (which takes account of heterogeneity of results between trials), the 6-month data for the MACE rate were not statistically significant  (OR 0.58; 95% CI, 0.24 to 1.43). Most of the MACE events refer to restenosis. However, the two trials of the Taxus DES stent (which has a CE mark), involving 583 patients, yielded a statistically significantly lower MACE rate at 6 months: 7.2% for DES versus 18.4% for BMS (OR 0.35; 95% CI, 0.21 to 0.59); and at 12 months: 9.7% for DES versus 20.5% for BMS  (OR 0.41; 95% CI, 0.25 to 0.67).","","Paclitaxel-eluting stents","TA71S01"
"TA71ES13","Paclitaxel DES have not been demonstrated to show an advantage over BMS in either mortality or prevention of MI. However, in a series of trials of the Taxus stent (the TAXUS
trials), the MI rate for PCIs using a paclitaxel DES was statistically significantly lower at 6 months: 1.7% for DES versus 5.9% for BMS (OR 0.35; 95% CI, 0.12 to 0.99). The statistical significance of this result was not maintained at  12 months: 2.8% for DES versus 5.8% for BMS  (OR 0.56; 95% CI, 0.23 to 1.37).","","Paclitaxel-eluting stents","TA71S01"
"TA71ES14","Multivariate analysis of data from the TAXUS trials shows that once the effect of small-calibre arteries and long lesions has been allowed for, the difference in performance between
DES and BMS for people with diabetes is not statistically significantly different from that of people without diabetes","","Paclitaxel-eluting stents","TA71S01"
"TA71ES15","The MACE rate for PCIs using a sirolimus DES (Cypher and non-CE-marked stents) was not statistically significantly lower at 36 days, but it was lower at 9 months and at 1 year; at  9 months the rate was 7.4% for DES versus 18.9% for BMS (OR 0.34; 95% CI, 0.23 to 0.47), and at 1 year it was 7.8% for DES versus 21.8% for BMS (OR 0.30; 95% CI, 0.22 to 0.43). Most of the MACE events refer to restenosis. The trials of the Cypher sirolimus DES (which has a CE mark) showed a statistically significantly lower MACE rate compared with trials of BMS at 9 months (OR 0.32; 95% CI, 0.16 to 0.45),  12 months (OR 0.31; 95% CI, 0.22 to 0.43), and 24 months (OR 0.46; 95% CI, 0.22 to 0.97).","","Sirolimus-eluting stents","TA71S01"
"TA71ES21","Sirolimus-eluting stents in general have not been shown to have either a mortality or acute MI advantage over BMS in trials, and neither do the DES within the subset of Cypher stent trials.","","Sirolimus-eluting stents","TA71S01"
"TA71ES22","According to the joint professional submission, in larger arteries, PCIs using a sirolimus DES have shown very low rates of restenosis, approaching zero. In small-calibre arteries, PCIs using a sirolimus DES have shown lower rates of restenosis than PCIs using a BMS (for example, 7% versus 20% restenosis at 9 months in the SIRIUS trial for vessels of mean calibre 2.3 mm).","","Sirolimus-eluting stents","TA71S01"
"TA71ES23","According to the joint professional submission, in larger arteries, PCIs using a sirolimus DES have shown very low rates of restenosis, approaching zero. In small-calibre arteries, PCIs using a sirolimus DES have shown lower rates of restenosis than PCIs using a BMS (for example, 7% versus 20% restenosis at 9 months in the SIRIUS trial for vessels of mean calibre 2.3 mm).","","Sirolimus-eluting stents","TA71S01"
"TA71ES24","According to the joint professional submission, for every  10 mm increase in the length of the stent, the difference in restenosis rate between a Cypher DES and Cypher BMS increased by between 1 and 1.6 percentage points. 
","","Sirolimus-eluting stents","TA71S01"
"TA71ES25","The most recent evidence of cost effectiveness comes from models supplied by four manufacturers and one from the Assessment Group, including an addendum. The manufacturer models show that PCIs with a BMS are cost effective compared with PCIs without stents and also compared with CABG. However, these models are relatively short-run, ranging from 6 months to 2 years. The manufacturers of the Cypher and of the Taxus stents each provided a model which examined the cost effectiveness of their own DES compared with the corresponding BMS. Each of these models showed that the DES is cost effective compared with the corresponding BMS. The Assessment Group’s model showed that the Cypher and Taxus stents, as a group, are cost effective compared with BMS.","","Cost effectiveness","TA71S02"
"TA71ES26","For patients with moderate or severe angina, PCI has been shown to be a cost-effective alternative to conventional medical treatment. Since the previous appraisal (by the
Institute in 2000) of PCI with BMS versus PCI without stents, several further studies have demonstrated the cost effectiveness of stents in a number of patient populations and clinical settings, including elective stenting and stenting immediately following an acute MI. 
","","PCI with BMS versus PCI without stents","TA71S02"
"TA71ES27","Comparative data on PCI using BMS versus CABG are available for only 3 years of follow-up. There are no data beyond 3 years and little data from years 2 to 3. The best available data are up to 2 years. Long-term models are needed to determine cost effectiveness because most patients who have stents fitted live longer than 5 years, and it is impossible to give a proper answer to the question of cost effectiveness by taking a short-term perspective","","CI with BMS versus CABG","TA71S02"
"TA71ES28","The Assessment Group’s model extrapolates the results to  5 years based on the currently available 3-year data. However, the extrapolation is very sensitive to the functional form chosen for the survival curve of patients who have undergone either stenting or CABG.","","CI with BMS versus CABG","TA71S02"
"TA71ES29","The benefits/disadvantages of PCIs using BMS compared with CABG, in terms of quality-of-life differences, derive from stents being a less invasive procedure on one hand but having higher rates of restenosis on the other. Neither of these two effects, in terms of quality-adjusted life years (QALYs), has been estimated to be very great, which means that if there was any appreciable difference in mortality between the two therapies, this factor would determine which of the therapies had the greater benefits. However, none of the meta-analyses from the trials shows any mortality benefit from PCI with either BMS or DES compared with CABG in the first 2 years. Hence, all the measurable benefits from using stents rather than CABG derive from an increase in the quality of life. Since stenting is considerably cheaper than CABG, under the 2-year models, it is therefore more cost effective, and indeed, dominates CABG.","","CI with BMS versus CABG","TA71S02"
"TA71ES30","The Assessment Group’s model, however, estimated a survival benefit for CABG over PCI using BMS of the order of 0.05 QALYs per patient, after the model was extrapolated to  5 years. This benefit would be enough to make CABG the preferred technology (in terms of both clinical and cost effectiveness) for patients who were candidates for both stents and CABG. The clinician consultees to the appraisal process, however, vigorously challenged this, stating that previous studies had not reached this conclusion.","","CI with BMS versus CABG","TA71S02"
"TA71ES31","The quality-of-life component of the QALY differences between BMS and DES is small, because it relates only to the extent of the differences in restenosis rates. No differences in mortality have been demonstrated. Thus, the greatest benefits of DES over BMS will occur for categories of patients for whom the absolute differences in restenosis rates are greatest.","","BMS versus DES","TA71S02"
"TA71ES32","The addendum to the Assessment Report showed that, for single-vessel disease, PCI using a DES was estimated to be cost-saving compared with PCI using a BMS at 12 months for patients with diabetes and long lesions; the estimated cost per QALY for patients without diabetes and long lesions was £15,000 and, for all patients with narrow vessels, it was £16,000. These estimates were derived from patient-level data derived from the TAXUS II trial. For the total population of patients with single-vessel disease, the cost per QALY was £94,000. This estimate was derived from registry data.","","BMS versus DES","TA71S02"
"TA71ES33","These estimates are sensitive to five factors:
• the percentage point reduction in the risk of
revascularisation
• the price differential between BMS and DES 
• the proportion of repeat interventions needing CABG
• the disutility caused by recurrent symptoms
• the average waiting time for repeat intervention.","","BMS versus DES","TA71S02"
"TA71ES34","These estimates are sensitive to five factors:
• the percentage point reduction in the risk of revascularisation
• the price differential between BMS and DES 
• the proportion of repeat interventions needing CABG
• the disutility caused by recurrent symptoms
• the average waiting time for repeat intervention.","","BMS versus DES","TA71S02"
"TA152ES1","A total of 17 randomised controlled trials (RCTs) were identified  that compared DESs with BMSs, and data from all 17 were  included for at least one outcome in the meta-analysis. 
• 10 studies compared an SES (Cypher) with the equivalent BMS. 
• Four studies compared a PES (Taxus) with the equivalent BMS. 
• One study compared both an SES (Cypher) and a PES (Taxus) with a newer BMS. 
• One study compared the ZES (Endeavor) with the equivalent BMS. 
• One study compared the EES (Xience V) with the equivalent BMS. 
No RCT evidence has yet been reported for the Axxion, CoStar, Dexamet or Janus stents. Limited RCT data were available for the Yukon stent. 
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES2","Study outcomes used in the RCTs included rates of mortality, acute  MI, target lesion revascularisation (TLR), target vessel  revascularisation (TVR), composite events (major adverse coronary  event [MACE] and/or target vessel failure [TVF]), angiographic  binary restenosis and late luminal loss. Revascularisation was  usually prompted by protocol-driven angiographic evidence of  restenosis either for all participants or for a selected subgroup of  participants. Only one trial (BASKET) explicitly reported that no  protocol-driven angiographic follow-up was included. This trial  compared both SES (Cypher) and PES (Taxus) DESs with a newer  BMS in a three-arm study. 
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES3","All but three of the 17 RCTs were multicentre trials. Study size  ranged from 60 to over 1300 patients. Of the 17 trials, 11 included  patients with single lesions. The studies covered a range of vessel  diameters from 2.25 mm to 4.00 mm, although the lower range was  not reported in some studies. Lesion length also varied, ranging  from 10 mm to 33 mm, although again the data were not always  reported. All studies permitted the inclusion of people with diabetes,  and all but three studies excluded acute or evolving MI. The  presence of unprotected left main coronary artery excluded patients  from many trials, as did severe calcification or tortuosity, total  occlusion, bifurcation, the presence of thrombus in the target 
vessel, previous PCI within 30 days or PCI other than balloon 
required as part of the study intervention. 
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES4","A total of 12 trials described the co-therapies used. Aspirin was  prescribed before intervention in 11 of these studies and used after  the procedure in all 12. Clopidogrel was used as an antiplatelet  therapy in all of the 12 studies; ticlopidine was available for use as  an alternative to clopidogrel in five studies. In one trial, tirofiban,  used in combination with a DES, was compared with abciximab  used with a BMS. The duration of antiplatelet therapy after  intervention ranged from 2 months in three trials to 1 year in one study. 
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES5","Meta-analysis was carried out by the Assessment Group for rates  of mortality, acute MI, TLR, TVR, composite event (MACE and/or  TVF), angiographic binary restenosis and late luminal loss.  Analysis of mortality, acute MI and event rates used pooled results  from over 7000 participants. Data in the form of an odds ratio (OR)  and 95% confidence interval (95% CI) were analysed using the  Mantel–Haenszel method fixed-effect model. For continuous  outcomes, weighted mean differences (WMDs) were analysed.  Where there was significant heterogeneity, analysis using a  random-effects model was also undertaken","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES6","In addition to analyses of the individual studies, pooled estimates  (giving the OR and 95% CI) were provided for each ‘eluted drug’  group (for example, comparing a PES [Taxus] and all BMSs in the  paclitaxel studies). Data related to the SES (Cypher) and the  sirolimus-analogue stent, ZES (Endeavor) in some instances were  pooled and presented as pooled SES results. All eluted drug group  results were also pooled to obtain estimates for a meta-analysis of   any-type DESs compared with any-type BMSs. The meta-analysis  was performed for available data at follow-ups of up to 1 month,  6–9 months, 1 year, 2 years and 3 years. The Assessment Group  assumed, when making decisions about the appropriateness of 
combining data, that all BMSs are similar and, likewise, all DESs are similar except in the drug delivered; and that the stent design  and the insertion system do not have an impact on clinical  outcomes. 
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES7","For rates of mortality and rates of acute MI, one study found a  statistically significant difference in favour of the SES (Cypher)  compared with the BMS for MI at 6–9 months (OR 0.19, 95% CI  0.04, 0.87). There were no statistically significant differences  between the DES and the BMS in the individual studies for all other  follow-up periods analysed to 3 years. There were no statistically  significant differences between the DES and the BMS for the  pooled eluted drug groups (PES [Taxus] and pooled SESs) and for  the pooled analyses of any-type DES compared with any-type BMS  for any of the follow-up periods. 
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES8","For event rate (MACE and TVF), the individual studies of PES  (Taxus), SES (Cypher) and ZES (Endeavor), and the pooled eluted  drug groups analysis showed statistically significant differences in  favour of DESs over BMSs. This was also the case for the overall  meta-analysis, which favoured any-type DESs over any-type BMSs  at all follow-up time points: 6-9 months (OR 0.46, 95% CI 0.40 to  0.53), 1 year (OR 0.39, 95% CI 0.33 to 0.47), 2 years (OR 0.43, 95% CI 0.34 to 0.54) and 3 years (OR 0.42, 95% CI 0.32 to 0.55). 
Statistical heterogeneity was indicated at the 6-9 months follow-up;  a random-effect analysis for this time point showed only a small  effect on the OR (OR 0.44, 95% CI 0.36 to 0.54). The difference between the EES (Xience V) and the BMS was not statistically significant at the only follow-up period (6-9 months). 

","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES9","For TVR, not all individual studies of PES (Taxus) showed  statistical significance compared with BMSs for all time periods up  to 3 years. The individual studies for SESs (Cypher) and ZESs  (Endeavor) all showed statistical significance over BMSs up to  3 years. The pooled eluted drug groups analysis showed  statistically significant differences in favour of a PES (Taxus) over  BMSs at follow-up time points up to 2 years: 6-9 months (OR 0.54,  95% CI 0.43 to 0.68), 1 year (OR 0.40, 95% CI 0.29 to 0.55) and  2 years (OR 0.45, 95% CI 0.34 to 0.59). At 3 years, the difference  was no longer statistically significant, but the data at this time point  were derived from a single, relatively small study that may have 
been underpowered. TVR data for a SES (Cypher) versus a BMS  were available for two trials at 6–9 months and for single trials at 1  and 3 years. These showed statistically significantly differences in  favour of the SES (Cypher) compared with the BMS at: 6–9 months  (OR 0.33, 95% CI 0.18, 0.62), 1 year (OR 0.34, 95% CI 0.19 to  0.60) and 3 years (OR 0.35, 95% CI 0.25 to 0.49). TVR data for the  ZES (Endeavor) at 6-9 months, the only time period available, was  statistically significant in favour of the ZES over the BMS (OR 0.41,  95% CI 0.27 to 0.63). There were no data for EES (Xience V) for  this outcome measure.","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES10","Rates of revascularisation (TLR) at 1 year for procedures carried  out with a DES within individual trials were less than 5%, and  typically in the 10–25% range for procedures that used a BMS. For  example, in three trials of PES (Taxus), the rates were 0%, 4.7%  and 4.2% for the DES compared with 10.0%, 12.9% and 14.7% for the BMS, respectively. Rates at 1 year in three trials of a SES  (Cypher) were 4.6%, 0% and 4.9% for the DES compared with  24.9%, 13.6% and 20.0% for the BMS, respectively. For TLR, the  pooled eluted drug groups analysis showed statistically significant  differences in favour of a PES (Taxus) over BMSs at follow-up  periods of up to 2 years: 6-9 months (OR 0.37, 95% CI 0.28 to  0.49), 1 year (OR 0.26, 95% CI 0.18 to 0.39) and 2 years (OR 0.28,  95% CI 0.20 to 0.40). At 3 years, the difference was no longer  statistically significant, but the data at this time point were derived  from a single, relatively small study that may have been  underpowered. TLR data for a SES (Cypher) showed it to be  statistically significantly more effective than a BMS at all time points 
up to 3 years: 6-9 months (OR 0.21, 95% CI 0.15 to 0.30), 1 year  (OR 0.17, 95% CI 0.12 to 0.25), 2 years (OR 0.22, 95% CI 0.15 to  0.30) and 3 years (OR 0.25, 95% CI 0.17 to 0.36). The data for the  ZES (Endeavor) at the follow-up period of 6-9 months showed it to  be statistically significantly more effective than the BMS (OR 0.35, the BMS, respectively. Rates at 1 year in three trials of a SES 95% CI 0.22, 0.56). Lower rates of TLR (3.8% versus 21.4%) were apparent for the EES (Xience V) group at 6 months (the only follow-up period) but the difference was not statistically significant. For  TLR, the meta-analyses showed statistically significant differences  in favour of any-type DES over any-type BMS, with improved rates  of lesion revascularisation at all follow-up time points up to 3 years:  6-9 months (OR 0.30, 95% CI 0.25 to 0.37), 1 year (OR 0.21, 95%  CI 0.16 to 0.27), 2 years (OR 0.24, 95% CI 0.19 to 0.31) and 
3 years (OR 0.25, 95% CI 0.17 to 0.35)
","","DESs versus BMSs – evidence from randomised controlled trials","TA15201"
"TA152ES11","The TES (Janus) was examined in a non-controlled study as was the PES (Taxus Liberté). A range of formulations of the PES (CoStar) was evaluated in two non-randomised controlled studies, and the Yukon DES was evaluated in a dose-ranging non-randomised controlled study comparing Yukon coated with sirolimus with the same stent carrying no drug. The Dexamet DES was studied in one non-randomised study of Dexamet compared with a BMS and four non-controlled studies (including two registries).","","DES versus BMS – DESs with non-RCT data","TA15201"
"TA152ES12","Outcome data were limited due to the short follow-up periods: 30 days for the PES (Taxus Liberté) study; 4 months for one PES (CoStar) study and 1 year for the other PES (CoStar) study; 6 months for the Dexamet studies and for the TES stent; and up to 1 year for the SES (Yukon) study. Angiographic outcomes, binary restenosis and/or late loss were reported for the PES (CoStar), Dexamet and the SES (Yukon). Because of the variety of DESs considered in these studies, the methodological limits of the available studies, and the varied and limited follow-up, the Assessment Group did not consider pooled analysis to be appropriate.","","DES versus BMS – DESs with non-RCT data","TA15201"
"TA152ES13","For the TES (Janus), limited data were reported; at 30 days no events (death, MI or TLR) had occurred. For the PES (Taxus Liberté) the data available at 30 days were marked as commercial in confidence. For the PES (CoStar), the only data available were for one of the two arms at 1 year for one trial and interim data from two of the four arms of the other ongoing study.","","DES versus BMS – DESs with non-RCT data","TA15201"
"TA152ES14","Data for the SES (Yukon) were reported at 1 month and 1 year. No deaths occurred in the first month. Rates of acute MI up to 1 month were 1.8% in the SES group and 1.3% in the BMS group. At 1 year, the composite of death or non-fatal MI was 2.7% for the Yukon SES and 3.9% for the BMS. No statistically significant differences were detected. At 1 year, TLR was reported in 12.6% of the SES group and 21.5% of the BMS group, and the difference was statistically significant in favour of the SES (OR 0.53, 95% CI 0.34 to 0.81).","","DES versus BMS – DESs with non-RCT data","TA15201"
"TA152ES15","The non-randomised trial that compared Dexamet (DES) with a BMS reported no deaths among the 100 participants receiving either stent and only one incidence of acute MI, which was in the BMS group, up to a mean of 8 months' follow-up. Revascularisations for this time period were 2% TLR in the DES group and 10% TLR (12% TVR) in the BMS group. Composite rates of MACEs, consisting entirely of revascularisations, were 2% for the DES and 12% for the BMS. Neither of these comparisons showed statistically significant differences.","","DES versus BMS – DESs with non-RCT data","TA15201"
"TA152ES16","Eight RCTs comparing different DES types were identified by the Assessment Group. Six RCTs compared a SES (Cypher) with a PES (Taxus) (including one trial that was also assessed in the DES versus BMS clinical section because it had a BMS arm as well as two DES arms), one studied SES (Cypher) in comparison with the newer SES (Cypher Select) and one compared the Yukon, as a SES, with a PES (Taxus).","","DES versus DES","TA15201"
"TA152ES17","Six trials were conducted in only one or two centres in European countries, and two were multicentre and multinational. Study sizes ranged from 200 to 1350 patients. Two trials were distinct in that they did not incorporate planned angiographic assessment of trial participants. Only two trials presented randomisation details and none of the studies presented adequate information on whether the RCTs were conducted under 'blind' conditions. One study did not present an intention-to-treat analysis, and for two studies it was unclear whether events were reported according to the original randomised allocations.","","DES versus DES","TA15201"
"TA152ES18","A meta-analysis was conducted according to which pairing of DES types was compared within trials (most commonly this was the SES [Cypher] versus the PES [Taxus]). No total pooled effect estimate was calculated across multiple groupings of DES versus DES trials.","","DES versus DES","TA15201"
"TA152ES19","There were no statistically significant differences in rates of mortality or acute MI for any of the pairings of DES types.","","DES versus DES","TA15201"
