"Audit ID","Recommendation GUID","AuditCriteria","NumberFulfill","TotalNumber","PercentAchiev","Notes","AuditInfoSourceID","AuditDate"
"600","IPG377R1.1","Off Pump Surgery for isolated first time LIMA grafts","","","17.10","","127","31-Mar-08"
"601","IPG377R1.1","Off Pump Surgery for isolated first time LIMA grafts","","","20.20","","127","31-Mar-09"
"602","IPG377R1.1","Off Pump Surgery for isolated first time LIMA grafts","","","18.70","","127","31-Mar-10"
"603","IPG377R1.1","Off Pump Surgery for isolated first time LIMA grafts","","","19.10","","127","31-Mar-11"
"604","IPG194R1.1","Living donor liver transplants as a proportion of total transplants","17","676","2.51","","128","31-Mar-12"
"605","IPG194R1.1","Living donor liver transplants as a proportion of total transplants","11","716","1.54","","128","31-Mar-13"
"606","CG135R1.1.3","DBD patients meeting organ donation referral criteria and referred to Specialist nurse","1493","1631","91.54","","128","31-Mar-13"
"607","CG135R1.1.3","DCD patients meeting organ donation referral criteria and referred to Specialist nurse","4344","6960","62.41","","128","31-Mar-13"
"608","TA120R1.1","Proportion of patients who received CRT-P device who were NYHA Class III/IV","","","88.00","85% III / 3% IV
Missing data in 85% cases","130","31-Dec-10"
"609","TA120R1.1","Proportion of patients who received CRT-P device who were NYHA Class III/IV","","","80.00","72% III/ 8% IV
Missing data in 59% cases","131","31-Dec-11"
"610","TA120R1.1","Proportion of patients who received CRT-P device who were NYHA Class III/IV","","","77.00","69% III / 8% IV
Missing data in 60% cases","132","31-Dec-12"
"611","TA120R1.1","Proportion of patients patients who received CRT-P device with ‘poor’ ejection fraction","","","86.00","Missing data in 85% of cases
Poor is not defined","130","31-Dec-10"
"612","TA120R1.1","Proportion of patients patients who received CRT-P device with ‘poor’ ejection fraction","","","78.00","Missing data in 62% of cases
Poor is not defined","131","31-Dec-11"
"613","TA120R1.1","Proportion of patients patients who received CRT-P device with ‘poor’ ejection fraction","","","68.00","Missing data in 52% of cases
Poor is not defined","132","31-Dec-12"
"614","TA120R1.1","Proportion of patients who received CRT-P device  with ’prolonged’ QRS","","","84.30","Prolonged is not defined
Missing data in 85% of cases","130","31-Dec-10"
"615","TA120R1.1","Proportion of patients who received CRT-P device  with ’prolonged’ QRS","","","85.00","Prolonged is not defined
Missing data in 63% cases","131","31-Dec-11"
"616","TA120R1.1","Proportion of patients who received CRT-P device  with ’prolonged’ QRS","","","90.00","Prolonged is not defined
Missing data in 63% case","132","31-Dec-12"
"617","CG137R1.5.2","Children with epilepsy who had specialist input by a consultant paediatrician with expertise in epilepsy by 1 year (whole UK)","1395","1775","78.59","","133","01-May-11"
"618","CG137R1.8.3","Children who were referred for input by an epilepsy specialist nurse by 1 year (whole UK)","819","1775","46.14","","133","01-May-11"
"619","CG137R1.10.2","Proportion of children who were: on 3 or more AEDs 12 months after first paediatric assessment OR before 2nd birthday at first paediatric assessment, who had input of tertiary care by 1 year","245","407","60.20","The NICE recommendation has wider referral criteria than the ones measured in the audit, but the audit was limited by the retrospective methodology to only assessing 2 of the criteria.","133","01-May-11"
"620","CG137R1.4.8","Children who had evidence of appropriate first paediatric clinical assessment (whole UK)","3139","4945","63.48","","133","01-May-11"
"621","CG137R1.7.1","Children who had their seizures classified by 1 year","1544","1775","86.99","","133","01-May-11"
"622","CG137R1.7.1","Children who had appropriate epilepsy syndrome classification by 1 year","660","1775","37.18","","133","01-May-11"
"623","CG137R1.6.30","Children with convulsive seizures who had an ECG by 1 year","704","1745","40.34","","133","01-May-11"
"624","CG137R1.6.7","Children who had an EEG where there were no contraindications (i.e. it was appropriate)","4538","4945","91.77","","133","01-May-11"
"625","CG137R1.6.20","Children who had defined indications for an MRI who had MRI by 1 year","1124","716","156.98","","133","01-May-11"
"626","CG137R1.9.2.1","Children who still had their diagnosis of epilepsy at 1 year","1775","1994","89.02","From the report “The performance indicator looks for incidence of children in whom a diagnosis of epilepsy was  given and then later withdrawn and therefore there may have been a misdiagnosis of epilepsy.  Children with an undetected misdiagnosis by 12 mo","133","01-May-11"
"627","CG137R1.15.1.4","Of females aged 12 or over, the proportion that had a documented discussion about pregnancy or contraception","56","148","37.84","From the report “Age of 12 years or over was defined as a pragmatic way of defining adolescence or ‘childbearing’ age”","133","01-May-11"
"628","TA187R1.1","Adult patients treated with biological therapy in line with whole recommendation","260","457","56.89","Patients on biological therapy who had a Harvey-Bradshaw Index =8 prior to commencing anti-TNF-a: 278/457

Patients on biological therapy that were treated with conventional therapy at or prior to commencement on biological therapy: 800/937 (this denomina","134","28-Feb-13"
"629","TA187R1.5","Paediatric patients treated with biological therapy in line with whole recommendation","11","99","11.11","Proportion of CD patients treated with Infliximab had a PCDAI score of =45 prior to commencing of Anti-NFa: 11/99

Proportion of CD patients treated with infliximab were 
treated with conventional therapy1  at or prior to 
commencement of biological thera","134","28-Feb-13"
"630","CG124R1.2.1","Fractured necks of femur operated on within 36 hours of admission","","","61.60","","137","31-Mar-11"
"631","CG124R1.2.1","Fractured necks of femur operated on within 36 hours of admission","","","67.00","","136","31-Mar-12"
"632","CG124R1.2.1","Fractured necks of femur operated on the day of, or day after admission","","","74.00","","135","31-Mar-13"
"633","CG124R1.6.5","Proportion of arthroplasties that were cemented","","","68.20","","137","31-Mar-11"
"634","CG124R1.6.5","Proportion of arthroplasties that were cemented","","","73.40","","136","31-Mar-12"
"635","CG124R1.6.5","Proportion of arthroplasties that were cemented","","","77.20","","135","31-Mar-13"
"636","CG124R1.6.3","Proportion of intracapsular fractures treated with total hip replacement","","","15.60","","136","31-Mar-12"
"637","CG124R1.6.3","Proportion of intracapsular fractures treated with total hip replacement","","","20.70","","135","31-Mar-13"
"638","CG124R1.6.8","Proportion of subtrochanteric  fractures treated with long intramedullary nail","","","60.90","","137","31-Mar-11"
"639","CG124R1.6.8","Proportion of subtrochanteric  fractures treated with long intramedullary nail","","","63.60","","136","31-Mar-12"
"640","CG124R1.6.8","Proportion of subtrochanteric  fractures treated with long intramedullary nail","","","70.60","","135","31-Mar-13"
"641","CG124R1.8.1","Specialist falls assessment made during the admission","","","67.50","A further 4.0% had a falls assessment clinic appointment  made and were waiting for it, with 6.1% having had an assessment with no further intervention required","137","31-Mar-11"
"642","CG124R1.8.1","Specialist falls assessment made during the admission","","","81.00","A further 3.9% had a falls assessment clinic appointment  made and were waiting for it, with 4.8% having had an assessment with no further intervention required","136","31-Mar-12"
"643","CG124R1.8.1","Specialist falls assessment made during the admission","","","85.40","A further 3.0% had a falls assessment clinic appointment  made and were waiting for it, with 4.9% having had an assessment with no further intervention required","135","31-Mar-13"
"644","CG87R1.3.2","Patients with T2DM who had their HBA1c checked within the last year","","","93.20","","138","31-Mar-10"
"645","CG87R1.3.2","Patients with T2DM who had their HBA1c checked within the last year","","","93.50","","139","31-Mar-11"
"646","CG87R1.3.2","Patients with T2DM who had their HBA1c checked within the last year","","","91.30","","140","31-Mar-12"
"647","CG87R1.8.1","Patients who had their bloood pressure checked within the last year","","","96.10","","138","31-Mar-10"
"648","CG87R1.8.1","Patients who had their bloood pressure checked within the last year","","","95.90","","139","31-Mar-11"
"649","CG87R1.8.1","Patients who had their bloood pressure checked within the last year","","","95.80","","140","31-Mar-12"
"650","CG87R1.9.4","Patients who had total cholesterol checked in the last 12 months","","","93.20","","138","31-Mar-10"
"651","CG87R1.9.4","Patients who had total cholesterol checked in the last 12 months","","","93.10","","139","31-Mar-11"
"652","CG87R1.9.4","Patients who had total cholesterol checked in the last 12 months","","","92.40","","140","31-Mar-12"
"653","CG87R1.12.3","Patients with type 2 diabetes who had their creatinine checked in the last 12 months","","","93.90","","138","31-Mar-10"
"654","CG87R1.12.3","Patients with type 2 diabetes who had their creatinine checked in the last 12 months","","","93.80","","139","31-Mar-11"
"655","CG87R1.12.3","Patients with type 2 diabetes who had their creatinine checked in the last 12 months","","","93.80","","140","31-Mar-12"
"656","CG87R1.12.1","Patients who had urine checked for microalbuminuria in the last 12 months","","","74.30","","138","31-Mar-10"
"657","CG87R1.12.1","Patients who had urine checked for microalbuminuria in the last 12 months","","","77.10","","139","31-Mar-11"
"658","CG87R1.12.1","Patients who had urine checked for microalbuminuria in the last 12 months","","","77.90","","140","31-Mar-12"
"659","CG10R1.1.2.1","Patients with T2DM who had their feet examined in the last year","","","85.90","","138","31-Mar-10"
"660","CG10R1.1.2.1","Patients with T2DM who had their feet examined in the last year","","","86.10","","139","31-Mar-11"
"661","CG10R1.1.2.1","Patients with T2DM who had their feet examined in the last year","","","87.00","","140","31-Mar-12"
"662","CG87R1.3.1","Patients with T2DM who have HbA1c <6.5%","","","26.70","","138","31-Mar-10"
"663","CG87R1.3.1","Patients with T2DM who have HbA1c <6.5%","","","26.40","","139","31-Mar-11"
"664","CG87R1.3.1","Patients with T2DM who have HbA1c <6.5%","","","26.20","","140","31-Mar-12"
"665","CG87R1.10.1.5","Patients with T2DM who had total cholesterol < 4.0 mmol/litre","","","40.80","","138","31-Mar-10"
"666","CG87R1.10.1.5","Patients with T2DM who had total cholesterol < 4.0 mmol/litre","","","41.60","","139","31-Mar-11"
"667","CG87R1.10.1.5","Patients with T2DM who had total cholesterol < 4.0 mmol/litre","","","41.30","","140","31-Mar-12"
"668","CG87R1.8.5","Patients with T2DM who have BP below ‘target’ BP (see notes)","","","34.00","BP target of <140/80 for patients without eye, kidney or vascular disease (EKV-) and target of <130/80 applied to patients with recorded eye, kidney or vascular disease (EKV+)","138","31-Mar-10"
"669","CG87R1.8.5","Patients with T2DM who have BP below ‘target’ BP (see notes)","","","35.00","BP target of <140/80 for patients without eye, kidney or vascular disease (EKV-) and target of <130/80 applied to patients with recorded eye, kidney or vascular disease (EKV+)","139","31-Mar-11"
"670","CG87R1.8.5","Patients with T2DM who have BP below ‘target’ BP (see notes)","","","37.70","BP target of <140/80 for patients without eye, kidney or vascular disease (EKV-) and target of <130/80 applied to patients with recorded eye, kidney or vascular disease (EKV+)","140","31-Mar-12"
"671","CG87RGeneral","Patients who met ‘all treatment targets’  (see notes as there is slight variation from the NICE recommendations)","","","19.90","Treatment targets are:
BP as per NICE recommendation 1.8.5
Cholesterol < 5.0
HbA1c < 7.5

The audit refers to annual BMI checks and smoking, neither of which are explicitly part of the guidance in CG87 . The audit also refers to care processes  which I ha","138","31-Mar-10"
"672","CG87RGeneral","Patients who met ‘all treatment targets’  (see notes as there is slight variation from the NICE recommendations)","","","20.30","Treatment targets are:
BP as per NICE recommendation 1.8.5
Cholesterol < 5.0
HbA1c < 7.5

The audit refers to annual BMI checks and smoking, neither of which are explicitly part of the guidance in CG87 . The audit also refers to care processes  which I ha","139","31-Mar-11"
"673","CG87RGeneral","Patients who met ‘all treatment targets’  (see notes as there is slight variation from the NICE recommendations)","","","21.50","Treatment targets are:
BP as per NICE recommendation 1.8.5
Cholesterol < 5.0
HbA1c < 7.5

The audit refers to annual BMI checks and smoking, neither of which are explicitly part of the guidance in CG87 . The audit also refers to care processes  which I ha","140","31-Mar-12"
"674","CG15R1.10.1.1","Patients with T1DM who had urine checked for albumin in the last year","","","72.30","","138","31-Mar-10"
"675","CG15R1.10.1.1","Patients with T1DM who had urine checked for albumin in the last year","","","75.10","","139","31-Mar-11"
"676","CG15R1.10.1.1","Patients with T1DM who had urine checked for albumin in the last year","","","76.00","","140","31-Mar-12"
"677","CG15R1.10.1.1","Patients with T1DM who had smoking status checked in the last year","","","86.90","","138","31-Mar-10"
"678","CG15R1.10.1.1","Patients with T1DM who had smoking status checked in the last year","","","84.80","","139","31-Mar-11"
"679","CG15R1.10.1.1","Patients with T1DM who had smoking status checked in the last year","","","85.10","","140","31-Mar-12"
"680","CG15R1.10.1.1","Patients with T1DM who had HbA1c checked in the last year","","","92.10","","138","31-Mar-10"
"681","CG15R1.10.1.1","Patients with T1DM who had HbA1c checked in the last year","","","92.50","","139","31-Mar-11"
"682","CG15R1.10.1.1","Patients with T1DM who had HbA1c checked in the last year","","","90.30","","140","31-Mar-12"
"683","CG15R1.10.1.1","Patients with T1DM who had cholesterol checked in the last year","","","91.70","","138","31-Mar-10"
"684","CG15R1.10.1.1","Patients with T1DM who had cholesterol checked in the last year","","","91.60","","139","31-Mar-11"
"685","CG15R1.10.1.1","Patients with T1DM who had cholesterol checked in the last year","","","90.90","","140","31-Mar-12"
"686","CG15R1.10.1.1","Patients with T1DM who had BMI checked in the last year","","","90.10","","138","31-Mar-10"
"687","CG15R1.10.1.1","Patients with T1DM who had BMI checked in the last year","","","89.90","","139","31-Mar-11"
"688","CG15R1.10.1.1","Patients with T1DM who had BMI checked in the last year","","","90.30","","140","31-Mar-12"
"689","CG15R1.10.1.1","Patients with T1DM who had alI of the 8 care processes checked in the last year","","","59.40","","138","31-Mar-10"
"690","CG15R1.10.1.1","Patients with T1DM who had alI of the 8 care processes checked in the last year","","","60.60","","139","31-Mar-11"
"691","CG15R1.10.1.1","Patients with T1DM who had alI of the 8 care processes checked in the last year","","","60.50","Care process completion was usually higher in those aged 60 and over. It was lower in non-white ethnic groups except for urine albumin testing and whilst individual deprivation groups did have significant differences, the model does not demonstrate a clea","140","31-Mar-12"
"692","CG15R1.9.2.1","Patients with T1DM who have HbA1c <7.5%","","","28.70","","138","31-Mar-10"
"693","CG15R1.9.2.1","Patients with T1DM who have HbA1c <7.5%","","","28.10","","139","31-Mar-11"
"694","CG15R1.9.2.1","Patients with T1DM who have HbA1c <7.5%","","","27.00","","140","31-Mar-12"
"695","CG15R1.10.3.1","Patients with T1DM who have BP less than ‘ target ’ (see notes)","","","49.10","BP target of <140/80 for patients without eye, kidney or vascular disease (EKV-) and target of <130/80 applied to patients with recorded eye, kidney or vascular disease (EKV+)","138","31-Mar-10"
"696","CG15R1.10.3.1","Patients with T1DM who have BP less than ‘ target ’ (see notes)","","","49.90","BP target of <140/80 for patients without eye, kidney or vascular disease (EKV-) and target of <130/80 applied to patients with recorded eye, kidney or vascular disease (EKV+)","139","31-Mar-11"
"697","CG15R1.10.3.1","Patients with T1DM who have BP less than ‘ target ’ (see notes)","","","51.90","BP target of <140/80 for patients without eye, kidney or vascular disease (EKV-) and target of <130/80 applied to patients with recorded eye, kidney or vascular disease (EKV+)","140","31-Mar-12"
"698","CG119R1.1.4","Proportion of foot teams with a diabetologist (England)","","","81.30","","141","21-Sep-12"
"699","CG119R1.1.4","Proportion of foot teams with a vascular surgeon (England)","","","56.60","","141","21-Sep-12"
"700","CG119R1.1.4","Proportion of foot teams with a diabetes nurse specialist (England)","","","59.60","","141","21-Sep-12"
"701","CG119R1.1.4","Proportion of foot teams with a specialist podiatrist (England)","","","82.20","","141","21-Sep-12"
"702","CG119R1.1.4","Proportion of foot teams with a tissue viability nurse(England)","","","26.20","","141","21-Sep-12"
"703","CG119R1.1.4","Proportion of foot teams with a diabetologist (England)","","","75.00","","143","14-Nov-10"
"704","CG119R1.1.4","Proportion of foot teams with a vascular surgeon (England)","","","42.30","","143","14-Nov-10"
"705","CG119R1.1.4","Proportion of foot teams with a diabetes nurse specialist (England)","","","46.40","","143","14-Nov-10"
"706","CG119R1.1.4","Proportion of foot teams with a specialist podiatrist (England)","","","78.00","","143","14-Nov-10"
"707","CG119R1.1.4","Proportion of foot teams with a tissue viability nurse(England)","","","13.10","","143","14-Nov-10"
"708","CG119R1.1.4","Proportion of foot teams with a diabetologist (England)","","","77.80","","142","14-Oct-11"
"709","CG119R1.1.4","Proportion of foot teams with a vascular surgeon (England)","","","50.30","","142","14-Oct-11"
"710","CG119R1.1.4","Proportion of foot teams with a diabetes nurse specialist (England)","","","59.80","","142","14-Oct-11"
"711","CG119R1.1.4","Proportion of foot teams with a specialist podiatrist (England)","","","76.90","","142","14-Oct-11"
"712","CG119R1.1.4","Proportion of foot teams with a tissue viability nurse(England)","","","22.10","","142","14-Oct-11"
"713","CG119RGeneral","Proportion of hospital sites that have implemented the ‘Putting feet first’ initiative or NICE inpatient foot guidance since the national diabetes inpatient audit began","","","41.70","","141","21-Sep-12"
"714","CG15R1.3.5.5","Children / Young people  with diabetes who had BMI checked in the last year","","","70.20","","144","31-Mar-10"
"715","CG15R1.3.5.5","Children / Young people  with diabetes who had BMI checked in the last year","","","75.30","","145","31-Mar-11"
"716","CG15R1.3.5.5","Children / Young people  with diabetes who had BMI checked in the last year","","","64.70","","146","31-Mar-12"
"717","CG15R1.2.3.1","Children who have HbA1c < 7.5% in last year  [Eng+Wales]","","","15.80","","145","31-Mar-11"
"718","CG15R1.2.3.1","Children who have HbA1c < 7.5% in last year  [Eng+Wales]","","","17.40","","146","31-Mar-12"
"719","CG15R1.2.6.2","Children / Young people  with diabetes  who had HbA1c checked (no time frame given but assumed to be last year) [Eng+Wales]","","","90.10","","144","31-Mar-10"
"720","CG15R1.2.6.2","Children / Young people  with diabetes  who had HbA1c checked (no time frame given but assumed to be last year) [Eng+Wales]","","","92.80","","145","31-Mar-11"
"721","CG15R1.2.6.2","Children / Young people  with diabetes  who had HbA1c checked (no time frame given but assumed to be last year) [Eng+Wales]","","","89.30","","146","31-Mar-12"
"722","CG15R1.3.5.1","Children / Young people  with diabetes  who had their BP measured  (no time frame given but assumed to be last year)  [Eng+Wales]","","","58.80","","144","31-Mar-10"
"723","CG15R1.3.5.1","Children / Young people  with diabetes  who had their BP measured  (no time frame given but assumed to be last year)  [Eng+Wales]","","","62.70","","145","31-Mar-11"
"724","CG15R1.3.5.1","Children / Young people  with diabetes  who had their BP measured  (no time frame given but assumed to be last year)  [Eng+Wales]","","","67.70","","146","31-Mar-12"
"725","CG15R1.3.5.1","Children / Young people  with diabetes  who had urinary albumin measured  (no time frame given but assumed to be last year)  [Eng+Wales]","","","36.50","","144","31-Mar-10"
"726","CG15R1.3.5.1","Children / Young people  with diabetes  who had urinary albumin measured  (no time frame given but assumed to be last year)  [Eng+Wales]","","","40.30","","145","31-Mar-11"
"727","CG15R1.3.5.1","Children / Young people  with diabetes  who had urinary albumin measured  (no time frame given but assumed to be last year)  [Eng+Wales]","","","40.70","","146","31-Mar-12"
"728","CG15R1.3.5.3","Children / Young people  with diabetes  who had foot examination (no time frame given but assumed to be last year)  [Eng+Wales]","","","24.50","","144","31-Mar-10"
"729","CG15R1.3.5.3","Children / Young people  with diabetes  who had foot examination (no time frame given but assumed to be last year)  [Eng+Wales]","","","31.90","","145","31-Mar-11"
"730","CG15R1.3.5.3","Children / Young people  with diabetes  who had foot examination (no time frame given but assumed to be last year)  [Eng+Wales]","","","34.40","","146","31-Mar-12"
"731","CG15R1.3.5.4","Children / Young people  with diabetes  who had eye screening (no time frame given but assumed to be last year)  [Eng+Wales]","","","25.80","","144","31-Mar-10"
"732","CG15R1.3.5.4","Children / Young people  with diabetes  who had eye screening (no time frame given but assumed to be last year)  [Eng+Wales]","","","35.80","","145","31-Mar-11"
"733","CG15R1.3.5.4","Children / Young people  with diabetes  who had eye screening (no time frame given but assumed to be last year)  [Eng+Wales]","","","36.90","","146","31-Mar-12"
"734","CG15RGeneral","Children / Young people  with T1DM who had all of the care processes listed in the audit","","","4.10","","144","31-Mar-10"
"735","CG15RGeneral","Children / Young people  with T1DM who had all of the care processes listed in the audit","","","5.80","","145","31-Mar-11"
"736","CG15RGeneral","Children / Young people  with T1DM who had all of the care processes listed in the audit","","","6.70","","146","31-Mar-12"
"737","CG68R1.3.2.1","Proportion of patients scanned within 1 hour of clock start","","","40.20","","149","31-Mar-13"
"738","CG68R1.3.2.1","Proportion of patients scanned within 1 hour of clock start","","","41.50","","148","30-Jun-13"
"739","CG68R1.3.2.1","Proportion of patients scanned within 1 hour of clock start","","","41.00","","147","30-Sep-13"
"740","CG68R1.3.1.1","Patients who had stroke unit as their first ward of admission","","","73.80","58.6% of patients were directly admitted to a stroke unit within 4 hours of clock start","148","30-Jun-13"
"741","CG68R1.3.1.1","Patients who had stroke unit as their first ward of admission","","","73.70","56.3% of patients were directly admitted to a stroke unit within 4 hours of clock start","149","31-Mar-13"
"742","CG68R1.3.1.1","Patients who had stroke unit as their first ward of admission","","","72.20","58.4% of patients were directly admitted to a stroke unit within 4 hours of clock start","147","30-Sep-13"
"743","CG68R1.4.1.1","Proportion of all eligible patients (according to national clinical guidelines) given thrombolysis","","","72.90","This  audit standard does not make reference to NICE TA264, but TA264 does not have any patient criteria in it","149","31-Mar-13"
"744","CG68R1.4.1.1","Proportion of all eligible patients (according to national clinical guidelines) given thrombolysis","","","72.90","This  audit standard does not make reference to NICE TA264, but TA264 does not have any patient criteria in it","148","30-Jun-13"
"745","CG68R1.4.1.1","Proportion of all eligible patients (according to national clinical guidelines) given thrombolysis","","","76.80","This  audit standard does not make reference to NICE TA264, but TA264 does not have any patient criteria in it","147","30-Sep-13"
"746","CG68R1.6.1.2","Proportion of applicable patients who were given a formal swallow assessment within 72 hours of clock start","","","78.80","This may include some patients who did not require a formal swallow assessment","149","31-Mar-13"
"747","CG68R1.6.1.2","Proportion of applicable patients who were given a formal swallow assessment within 72 hours of clock start","","","77.30","","148","30-Jun-13"
"748","CG68R1.6.1.2","Proportion of applicable patients who were given a formal swallow assessment within 72 hours of clock start","","","76.80","","147","30-Jun-13"
